track_id,psnr_sr,psnr_base,ssim_sr,ssim_base
track_15422,15.3856,14.3687,0.4285,0.3385
track_15424,15.2366,14.4042,0.3958,0.3083
track_15426,16.6383,15.4350,0.5167,0.4199
track_15446,13.9106,13.3684,0.2913,0.2216
track_15449,14.8217,13.9600,0.4113,0.3459
track_15450,12.7977,12.4510,0.2398,0.2080
track_15456,14.8925,14.0061,0.3991,0.3216
track_15457,16.5169,15.1163,0.5318,0.4189
track_15465,17.2379,15.4853,0.6132,0.4958
track_15466,16.1687,15.3260,0.4390,0.3612
track_15488,14.3015,13.4281,0.3308,0.2645
track_15499,14.3789,13.7078,0.3420,0.2727
track_15500,14.8446,14.0241,0.4125,0.3378
track_15505,15.7775,14.4824,0.4637,0.3674
track_15515,17.9744,16.3967,0.5305,0.4392
track_15534,17.1073,16.2264,0.4228,0.3604
track_15544,15.9459,14.7990,0.4681,0.3814
track_15546,14.4648,13.5686,0.2807,0.2155
track_15587,15.5743,14.6533,0.4357,0.3668
track_15590,14.7706,14.1715,0.3673,0.3150
track_15594,16.6483,15.5891,0.3879,0.3303
track_15597,15.6896,14.7867,0.4089,0.3504
track_15600,13.8516,13.0321,0.2929,0.2318
track_15606,19.3539,18.1401,0.4190,0.3458
track_15609,20.5538,18.7657,0.4920,0.4257
track_15619,19.2523,18.1132,0.5041,0.4075
track_15622,16.6166,15.9418,0.3346,0.2778
track_15630,16.3313,15.5443,0.3445,0.2881
track_15639,21.6589,20.0618,0.4614,0.3959
track_15646,18.7204,17.2129,0.4815,0.3788
track_15648,18.2230,16.8640,0.4702,0.4034
track_15660,17.6174,16.5070,0.3914,0.3135
track_15667,17.6613,16.7249,0.4629,0.3980
track_15675,16.9141,15.9564,0.3914,0.2893
track_15688,19.9545,18.6781,0.5318,0.4393
track_15706,18.4050,17.2187,0.4004,0.3430
track_15720,23.4375,20.8090,0.5228,0.4469
track_15731,14.6889,13.9063,0.3906,0.3317
track_15739,17.4104,16.4504,0.3679,0.2979
track_15782,15.2001,14.2438,0.3796,0.3105
track_15801,17.1077,15.7108,0.4946,0.4110
track_15810,16.7328,15.6722,0.4763,0.3979
track_15816,13.7251,13.2173,0.2632,0.2097
track_15819,15.4489,14.6965,0.3874,0.3224
track_15843,15.0505,14.0714,0.4347,0.3499
track_15847,17.9354,16.2856,0.5314,0.4033
track_15867,19.5616,17.9667,0.4581,0.3776
track_15899,17.7101,16.6585,0.3584,0.2986
track_15902,19.8639,18.1251,0.5164,0.4271
track_15926,17.2953,16.4408,0.3391,0.2658
track_15949,19.4559,17.8618,0.6250,0.5367
track_15956,14.6368,14.0214,0.3150,0.2624
track_15968,19.4229,17.8951,0.4065,0.3356
track_15976,14.9252,14.1041,0.3910,0.3423
track_15996,14.7436,14.0652,0.3289,0.2691
track_16005,15.3900,14.3455,0.3564,0.2707
track_16007,15.7479,14.8980,0.4044,0.3494
track_16021,17.1750,15.8435,0.5074,0.4169
track_16044,16.7621,16.0718,0.3889,0.3351
track_16049,18.1500,17.2656,0.3912,0.3696
track_16054,15.0770,14.2452,0.3012,0.2248
track_16057,14.8812,13.9189,0.4084,0.3249
track_16058,17.6514,16.0948,0.5301,0.4458
track_16059,17.2946,16.2592,0.3678,0.3124
track_16060,21.7314,19.9275,0.5159,0.4559
track_16064,14.3547,13.5446,0.2358,0.1898
track_16104,20.8024,19.3156,0.5997,0.5261
track_16131,16.0231,15.1210,0.3949,0.3237
track_16205,17.7941,16.3214,0.4608,0.3757
track_16227,18.3234,17.2590,0.4507,0.4002
track_16228,15.2807,14.5836,0.3017,0.2647
track_16244,16.6540,15.4789,0.4292,0.3547
track_16245,21.2879,19.3349,0.5750,0.5139
track_16292,16.3782,15.3680,0.4642,0.3824
track_16305,16.2353,15.4908,0.3958,0.3472
track_16317,13.7786,13.0699,0.3352,0.2840
track_16322,17.6752,16.4923,0.5075,0.4281
track_16348,16.8526,15.6968,0.5017,0.4219
track_16351,16.7267,15.6185,0.4316,0.3601
track_16377,16.3350,15.3722,0.4535,0.3817
track_16398,17.7010,16.6766,0.4502,0.3923
track_16399,13.3013,12.8813,0.2303,0.1924
track_16405,14.9564,14.4271,0.3194,0.2795
track_16407,18.3162,17.0554,0.5455,0.4639
track_16408,16.4846,15.5621,0.3893,0.3312
track_16410,15.9497,14.8654,0.4132,0.3322
track_16413,24.5836,21.8800,0.6940,0.6157
track_16432,15.2212,14.3199,0.3553,0.2992
track_16438,15.3577,14.6956,0.4250,0.3609
track_16439,13.9395,13.2397,0.2080,0.1610
track_16444,19.8697,18.3147,0.6182,0.5042
track_16445,18.9983,17.3150,0.5714,0.4805
track_16446,13.4955,12.8480,0.2640,0.2099
track_16449,19.3282,18.1599,0.5132,0.4608
track_16467,16.2977,15.0891,0.4114,0.3226
track_16474,15.8571,14.7709,0.4820,0.3916
track_16507,14.4428,13.6771,0.2986,0.2331
track_16513,16.2843,15.4277,0.2767,0.2331
track_16517,14.2708,13.7722,0.2332,0.2026
track_16518,15.6671,14.5594,0.4744,0.3763
track_16523,15.0118,13.9846,0.3417,0.2647
track_16527,15.4827,14.3970,0.3896,0.3095
track_16557,15.5013,14.3398,0.4221,0.3340
track_16562,15.7655,14.7646,0.3778,0.2904
track_16571,17.8661,17.1913,0.4560,0.3775
track_16572,14.3047,13.4565,0.2040,0.1442
track_16580,17.0535,15.7198,0.5573,0.4415
track_16602,21.5859,19.7604,0.6183,0.4736
track_16618,15.8383,14.9543,0.3002,0.2470
track_16622,19.5328,18.0277,0.4849,0.4080
track_16648,23.4478,21.6396,0.5664,0.4590
track_16652,16.8928,15.6246,0.4910,0.4078
track_16656,15.1526,14.2163,0.3983,0.3306
track_16691,15.3056,14.7033,0.2526,0.2166
track_16700,19.0091,17.7780,0.3815,0.3215
track_16703,19.1271,17.9913,0.5294,0.4715
track_16706,17.0245,16.1433,0.3309,0.2757
track_16710,14.2016,13.5801,0.3547,0.2983
track_16715,16.5957,15.4054,0.4578,0.3675
track_16717,20.5169,18.8980,0.4477,0.3654
track_16725,18.7363,17.8384,0.5151,0.4362
track_16731,14.3337,13.7031,0.2713,0.2034
track_16736,18.7040,17.4630,0.4999,0.3953
track_16753,16.1420,14.7299,0.4341,0.3481
track_16758,14.5287,13.9822,0.2882,0.2511
track_16760,16.4648,15.3429,0.5049,0.4112
track_16783,18.4859,17.7770,0.3908,0.3220
track_16788,18.9784,17.4903,0.4254,0.3470
track_16812,15.9815,15.0656,0.4092,0.3350
track_16813,14.3012,13.7263,0.3200,0.2660
track_16831,14.1063,13.5788,0.3271,0.2614
track_16861,16.2710,15.3429,0.4974,0.4157
track_16870,14.2000,13.3607,0.3313,0.2641
track_16872,15.7878,14.7092,0.4216,0.3459
track_16901,15.5890,14.4581,0.4671,0.3771
track_16915,16.3162,15.5014,0.3873,0.3415
track_16940,16.8483,16.3066,0.4831,0.4344
track_16949,15.3873,14.5571,0.2681,0.2246
track_16967,16.2519,14.8328,0.5622,0.4442
track_16975,16.7204,15.2885,0.5325,0.4200
track_16990,14.0917,13.3574,0.2695,0.2109
track_16991,15.2938,14.4819,0.3924,0.3061
track_16997,14.8903,14.0656,0.3024,0.2351
track_17010,14.4630,13.7477,0.3494,0.2922
track_17015,16.0768,15.0314,0.4817,0.3757
track_17052,22.0985,19.6960,0.5870,0.4786
