track_id,psnr_sr,psnr_base,ssim_sr,ssim_base
track_10882,24.2283,22.8502,0.5022,0.4889
track_10884,15.3517,15.0736,0.2986,0.2772
track_10887,18.2440,17.3671,0.5338,0.5028
track_10889,17.8657,17.3836,0.2902,0.2837
track_10899,18.1100,17.3208,0.3996,0.3705
track_10919,15.3963,14.9413,0.3538,0.3325
track_10926,23.9013,22.7705,0.5678,0.5865
track_10943,18.9127,18.3434,0.4144,0.3849
track_10955,14.6080,14.0973,0.3780,0.3484
track_10986,15.4514,14.8865,0.3334,0.2983
track_10988,16.2241,15.4522,0.4545,0.4123
track_10994,18.8989,17.7389,0.5553,0.5360
track_10997,16.9825,16.5452,0.2871,0.2630
track_11036,19.1900,18.5275,0.3675,0.3440
track_11042,16.1822,15.1927,0.4798,0.4289
track_11048,17.1780,16.5856,0.4139,0.3872
track_11051,19.8045,18.9790,0.4331,0.4010
track_11056,17.7951,17.3309,0.3764,0.3507
track_11060,19.9591,18.8482,0.5456,0.4991
track_11080,18.0735,17.5573,0.3376,0.3195
track_11094,16.6851,15.7231,0.4563,0.4172
track_11107,18.3842,17.2235,0.5570,0.5117
track_11115,21.1180,20.6556,0.4015,0.3929
track_11128,17.2089,16.2124,0.4287,0.3791
track_11136,16.0152,15.6256,0.3614,0.3344
track_11162,14.0928,13.7415,0.2343,0.2150
track_11165,15.5287,14.8984,0.3553,0.3189
track_11188,18.6448,17.9662,0.4428,0.4114
track_11190,20.6289,19.7044,0.4893,0.4453
track_11191,18.4633,17.2518,0.4447,0.4011
track_11194,19.1380,18.1167,0.5586,0.5124
track_11195,19.5668,18.8113,0.3457,0.3331
track_11212,14.9181,14.6075,0.2450,0.2251
track_11242,17.9149,16.8908,0.4070,0.3775
track_11248,20.2171,19.5585,0.3905,0.3755
track_11258,18.0317,17.7969,0.3521,0.3390
track_11263,24.2186,23.4533,0.4944,0.4760
track_11279,16.9989,16.4549,0.4489,0.4039
track_11285,17.1323,16.5758,0.4157,0.3855
track_11301,15.3112,14.5800,0.4099,0.3796
track_11305,19.6964,18.2003,0.5696,0.5355
track_11328,16.3995,15.5341,0.3014,0.2723
track_11335,16.7877,15.6120,0.4450,0.4047
track_11336,17.3316,16.7035,0.3102,0.2915
track_11349,19.4513,18.5630,0.4118,0.3772
track_11378,17.8329,17.1651,0.4231,0.3931
track_11390,16.3426,15.7844,0.3542,0.3225
track_11391,18.8509,17.9766,0.4748,0.4486
track_11447,16.1362,14.9291,0.5257,0.4757
track_11481,18.3783,17.3587,0.4894,0.4482
track_11488,19.0181,17.9686,0.4470,0.4122
track_11507,18.2564,16.9636,0.5375,0.4858
track_11513,19.2762,18.5842,0.4548,0.4190
track_11530,16.6915,15.8109,0.4160,0.3661
track_11533,18.9109,17.7996,0.5766,0.5111
track_11539,19.2863,18.1723,0.4948,0.4524
track_11541,17.8429,17.3531,0.2709,0.2722
track_11609,19.0338,18.0122,0.4369,0.3806
track_11613,15.4980,14.7337,0.4070,0.3665
track_11624,15.9552,15.5871,0.3045,0.2876
track_11625,22.6395,21.4750,0.4843,0.4581
track_11669,15.3001,14.9970,0.2588,0.2379
track_11672,15.8263,15.0610,0.4472,0.4104
track_11677,19.2043,18.1405,0.5582,0.4942
track_11685,13.9463,13.5750,0.1703,0.1577
track_11702,18.2277,17.2250,0.5730,0.5250
track_11735,20.7389,19.5316,0.5910,0.5467
track_11748,20.3521,19.5385,0.4286,0.4046
track_11757,19.9547,19.1057,0.4851,0.4624
track_11765,18.4333,17.9813,0.2971,0.2774
track_11805,17.8161,16.6466,0.5582,0.5048
track_11813,17.0613,16.3584,0.3922,0.3691
track_11820,15.0944,14.7740,0.2980,0.2764
track_11835,19.6756,18.4018,0.5001,0.4543
track_11851,18.2156,17.6682,0.3615,0.3403
track_11853,19.3007,18.4452,0.4417,0.4154
track_11875,21.4704,19.9502,0.4149,0.4083
track_11887,21.9817,20.1208,0.6525,0.6060
track_11890,15.7860,15.3001,0.3785,0.3365
track_11906,18.7273,17.9203,0.5127,0.4740
track_11917,15.6393,14.9582,0.4105,0.3779
track_11937,19.3933,18.0176,0.5845,0.5201
track_11948,17.8635,17.1004,0.5272,0.4940
track_11953,21.8482,20.7726,0.6061,0.5722
track_11961,19.2182,18.1962,0.5060,0.4501
track_11965,21.2050,19.7542,0.4933,0.4512
track_11984,19.3512,18.0856,0.5031,0.4394
track_11988,18.5063,17.6121,0.3393,0.3089
track_12003,14.6767,14.2421,0.3254,0.3016
track_12005,19.5636,18.8878,0.4428,0.4170
track_12006,18.4637,17.0057,0.6018,0.5516
track_12010,17.8587,17.2881,0.4569,0.4255
track_12038,17.5747,17.0309,0.4446,0.4144
track_12051,15.9626,15.1247,0.5118,0.4580
