track_id,psnr_sr,psnr_base,ssim_sr,ssim_base
track_10007,18.5074,17.5939,0.4699,0.4236
track_10011,16.2971,15.4551,0.3887,0.3300
track_10018,14.3229,13.9880,0.1870,0.1729
track_10029,16.0552,15.0216,0.5110,0.4462
track_10047,15.8219,15.1328,0.4088,0.3510
track_10052,18.9494,16.9711,0.3097,0.2822
track_10068,20.0796,18.6107,0.5116,0.4361
track_10070,17.4080,15.9474,0.5223,0.4479
track_10090,14.2184,13.4984,0.2995,0.2624
track_10100,15.7225,15.1324,0.3656,0.3141
track_10114,19.0486,17.9055,0.4575,0.4255
track_10115,16.9811,15.7461,0.3837,0.3391
track_10117,15.9257,14.8762,0.4820,0.4276
track_10123,16.8187,15.9533,0.3275,0.2960
track_10128,14.1350,13.6100,0.2758,0.2388
track_10134,18.7954,17.5300,0.5216,0.4669
track_10148,15.2966,14.6808,0.2689,0.2382
track_10153,18.6031,17.2442,0.5126,0.4432
track_10154,13.8880,13.4185,0.2089,0.1713
track_10162,16.8856,15.8546,0.4937,0.4419
track_10192,13.9463,13.3425,0.3846,0.3274
track_10197,15.3196,14.6026,0.3714,0.3251
track_10199,16.8544,15.1771,0.5265,0.4353
track_10227,19.4353,18.0310,0.5769,0.5220
track_10228,17.5375,16.5498,0.3458,0.3220
track_10253,20.7544,19.8635,0.5964,0.5575
track_10255,14.6956,13.8681,0.3834,0.3254
track_10266,16.0273,14.8157,0.4666,0.3821
track_10283,15.5239,14.7723,0.3696,0.3229
track_10300,18.2054,16.9365,0.4072,0.3623
track_10312,16.4856,15.4409,0.3476,0.2934
track_10326,18.3445,17.3582,0.4950,0.4432
track_10345,19.6646,18.5188,0.5092,0.4587
track_10368,16.5863,15.4381,0.5271,0.4514
track_10373,18.8461,17.7435,0.3802,0.3349
track_10379,19.5989,18.4372,0.5070,0.4740
track_10386,16.6712,15.7767,0.4128,0.3351
track_10414,15.7306,14.9373,0.3035,0.2691
track_10431,21.4051,19.8445,0.5240,0.4630
track_10459,17.8163,16.7119,0.4350,0.3847
track_10484,14.1084,13.4835,0.3186,0.2713
track_10486,19.9735,19.2057,0.5074,0.4702
track_10487,17.7345,16.5816,0.4283,0.3714
track_10505,15.8422,14.8945,0.3710,0.3301
track_10511,18.0057,17.0823,0.3842,0.3479
track_10517,14.3837,13.7697,0.2977,0.2696
track_10518,16.1117,15.3145,0.3218,0.2809
track_10538,18.2472,17.4754,0.3397,0.3087
track_10544,15.9413,15.0972,0.4006,0.3489
track_10552,19.4505,17.9720,0.5183,0.4758
track_10563,14.9885,14.4400,0.2250,0.2036
track_10587,21.0938,19.4340,0.5512,0.5182
track_10594,17.5897,17.0682,0.3628,0.3408
track_10600,15.9386,14.9648,0.2953,0.2525
track_10616,17.5482,16.0600,0.5032,0.4162
track_10622,16.7682,15.7022,0.4351,0.3769
track_10626,14.8847,14.1501,0.3484,0.3105
track_10656,16.0365,15.3637,0.4467,0.3964
track_10666,17.8760,16.8554,0.3603,0.3158
track_10676,15.9480,14.8089,0.4501,0.3775
track_10677,20.6824,19.1152,0.4966,0.4542
track_10686,21.3589,18.9864,0.3743,0.3450
track_10687,17.4923,16.3147,0.2981,0.2723
track_10706,23.2780,21.3079,0.4825,0.4639
track_10709,16.9520,15.8356,0.4204,0.3752
track_10722,15.6585,15.0679,0.3695,0.3288
track_10740,18.1934,16.9837,0.4089,0.3646
track_10742,24.6506,22.7160,0.5178,0.4736
track_10756,21.3067,19.3626,0.5882,0.5298
track_10797,19.0235,17.5718,0.3898,0.3506
track_10824,18.6651,17.8676,0.4390,0.4095
track_10836,15.4796,14.3539,0.4670,0.3931
track_10862,15.0079,14.2524,0.3496,0.3125
track_10868,19.7216,18.4589,0.4500,0.4217
track_10874,19.4952,17.8301,0.6154,0.5461
track_10879,16.2992,15.1827,0.5281,0.4525
track_10882,23.2912,21.3220,0.4771,0.4503
track_10884,19.1943,17.6662,0.5892,0.5269
track_10887,18.6393,16.9925,0.5378,0.4783
track_10889,18.2887,17.3227,0.3308,0.3090
track_10899,17.9374,16.9404,0.3785,0.3442
track_10919,14.5077,13.9531,0.2945,0.2557
track_10926,22.3063,20.1375,0.4679,0.4534
track_10943,20.2337,18.9881,0.4982,0.4623
track_10955,16.2231,14.8687,0.4748,0.4194
track_10986,16.6136,15.3661,0.4082,0.3617
track_10988,15.1634,14.3853,0.4128,0.3654
track_10994,17.7570,16.7794,0.5231,0.5004
track_10997,17.4251,16.6148,0.3446,0.3010
track_11036,21.2750,19.2570,0.5641,0.5032
track_11042,18.8598,16.9320,0.6479,0.5609
track_11048,18.9037,17.8130,0.5876,0.5179
track_11051,20.4145,18.8796,0.4552,0.3883
track_11056,20.1258,18.9772,0.5586,0.5100
track_11060,18.8388,17.3254,0.4973,0.4521
track_11080,17.4034,16.8070,0.2867,0.2683
track_11094,15.4504,14.3475,0.4013,0.3468
track_11107,15.8282,15.0576,0.4255,0.3669
track_11115,19.1571,17.8828,0.2926,0.2774
track_11128,15.9054,15.0731,0.3486,0.3027
track_11136,17.9820,16.8638,0.4572,0.4079
track_11162,14.5354,13.7371,0.2956,0.2509
track_11165,16.2456,15.2144,0.4462,0.3768
track_11188,21.2374,19.8930,0.6023,0.5678
track_11190,17.5969,16.3787,0.3202,0.2863
track_11191,18.6752,17.3738,0.5400,0.4824
track_11194,20.4744,18.6550,0.6258,0.5612
track_11195,20.9282,19.5722,0.4659,0.4278
track_11212,15.2855,14.5435,0.3388,0.2867
track_11242,18.5577,17.3652,0.5254,0.4592
track_11248,20.9046,18.8816,0.4486,0.4108
track_11258,18.0730,17.2166,0.4082,0.3648
track_11263,23.2136,21.1372,0.4783,0.4348
track_11279,16.5029,15.7244,0.3825,0.3261
track_11285,16.5227,15.5699,0.3399,0.3076
track_11301,14.8049,13.9771,0.3477,0.3086
track_11305,19.0070,17.5685,0.5336,0.5012
track_11328,18.2611,17.1456,0.3514,0.3108
track_11335,16.5752,15.6255,0.4480,0.4010
track_11336,19.3970,18.6740,0.4516,0.4339
track_11349,17.3698,16.0414,0.3190,0.2815
track_11378,20.1050,18.6481,0.5769,0.5270
track_11390,18.4974,17.2940,0.5097,0.4580
track_11391,18.3062,17.5392,0.4584,0.4255
track_11447,13.6347,12.9747,0.3591,0.3104
track_11481,18.3460,16.9798,0.5173,0.4604
track_11488,18.1146,16.5329,0.4878,0.4286
track_11507,16.5759,15.7516,0.4323,0.3890
track_11513,17.9408,16.7197,0.4083,0.3589
track_11530,15.1411,14.5532,0.2704,0.2181
track_11533,16.2568,15.5149,0.3821,0.3292
track_11539,19.1131,17.4045,0.4975,0.4357
track_11541,20.2536,18.7979,0.3949,0.3806
track_11609,16.4490,15.7958,0.2474,0.2094
track_11613,15.5410,14.6324,0.3804,0.3383
track_11624,17.5127,16.6050,0.4595,0.4084
track_11625,18.0716,15.9832,0.2295,0.1924
track_11669,16.5900,15.7944,0.3467,0.2999
track_11672,19.4617,17.3723,0.6483,0.5777
track_11677,15.9033,15.1749,0.3514,0.3113
track_11685,16.8735,15.9406,0.4261,0.3748
track_11702,16.1702,14.9640,0.3883,0.3212
track_11735,19.6013,18.5945,0.5435,0.5071
track_11748,17.4157,16.4599,0.2474,0.2223
track_11757,18.1100,16.9542,0.3977,0.3623
track_11765,16.8043,16.4213,0.1825,0.1726
track_11805,15.3333,14.6162,0.4169,0.3597
track_11813,17.6960,16.3683,0.4267,0.3751
track_11820,15.8355,14.9510,0.3485,0.3039
track_11835,17.7119,17.0178,0.3140,0.2694
track_11851,19.6771,18.2378,0.4673,0.4121
track_11853,17.5713,16.7603,0.4011,0.3582
track_11875,18.6784,16.2181,0.2726,0.2386
track_11887,19.9342,18.3060,0.5825,0.5095
track_11890,18.8813,17.2084,0.5882,0.5098
track_11906,18.6558,17.5406,0.5142,0.4628
track_11917,18.2287,16.4574,0.6235,0.5406
track_11937,16.6970,15.5195,0.3770,0.3144
track_11948,18.8226,17.4612,0.5650,0.5099
track_11953,17.6609,16.9275,0.3545,0.3251
track_11961,17.1849,15.9342,0.4057,0.3304
track_11965,18.4195,17.4874,0.2521,0.2206
track_11984,16.7928,16.2270,0.2962,0.2671
track_11988,19.9953,18.3322,0.4264,0.3722
track_12003,14.7513,14.0759,0.2977,0.2651
track_12005,20.2261,19.3024,0.4685,0.4441
track_12006,17.3323,15.8236,0.5284,0.4603
track_12010,17.7751,16.8581,0.4151,0.3713
track_12038,15.3685,14.6973,0.2677,0.2339
track_12051,15.8385,14.6587,0.5131,0.4370
track_12061,20.6788,18.8081,0.5963,0.5237
track_12063,18.9345,17.6538,0.4406,0.3885
track_12070,16.8416,15.3606,0.5583,0.4822
track_12079,15.6033,14.4397,0.4199,0.3486
track_12101,17.9610,16.7310,0.5816,0.5112
track_12117,12.3316,11.9886,0.1793,0.1467
track_12122,16.3556,15.4816,0.4153,0.3804
track_12133,17.6701,16.7478,0.2922,0.2571
track_12135,14.3722,14.0128,0.2909,0.2475
track_12137,22.1063,19.7981,0.4611,0.4184
track_12140,14.8618,14.0470,0.3646,0.3146
track_12146,15.2426,14.7407,0.3083,0.2549
track_12162,16.6690,15.6755,0.3687,0.3440
track_12168,17.6772,16.7918,0.3851,0.3327
track_12183,14.0042,13.3875,0.2027,0.1792
track_12194,15.4360,14.7541,0.3340,0.2862
track_12211,22.8596,20.3454,0.6584,0.5719
track_12215,16.1845,15.3254,0.4215,0.3635
track_12225,21.4915,19.0762,0.6736,0.6094
track_12233,16.3127,15.3105,0.3393,0.2999
track_12234,16.4792,15.3759,0.5224,0.4666
track_12240,14.7063,14.1881,0.2604,0.2299
track_12243,15.1416,14.6154,0.3755,0.3210
track_12247,20.8822,19.2589,0.5855,0.5703
track_12273,15.7468,14.6113,0.4348,0.3651
track_12293,19.6592,17.4104,0.6585,0.5797
track_12304,18.9251,17.5616,0.4992,0.4568
track_12336,13.7080,13.3392,0.2812,0.2472
track_12402,16.0791,15.2827,0.4360,0.3835
track_12426,15.3825,14.7461,0.3538,0.3030
track_12451,15.3641,14.7330,0.2929,0.2509
track_12470,22.4107,20.8032,0.6035,0.5623
track_12478,21.5575,20.8734,0.5769,0.5521
track_12485,17.6142,16.0555,0.5287,0.4760
track_12486,25.8063,23.5543,0.5910,0.6319
track_12513,19.4606,18.4753,0.4120,0.4140
track_12537,22.8311,20.8740,0.6226,0.5703
track_12556,21.6744,19.5860,0.6062,0.5606
track_12569,18.1946,17.4182,0.4087,0.3712
track_12593,16.1732,15.0080,0.4128,0.3303
track_12607,15.2367,14.4430,0.3269,0.2662
track_12617,15.8471,14.8106,0.4983,0.4189
track_12635,16.2540,15.0175,0.4301,0.3280
track_12672,14.4505,13.9446,0.2719,0.2216
track_12677,14.1277,13.5294,0.3361,0.2827
track_12686,13.6100,13.0889,0.2439,0.2009
track_12694,13.0751,12.5997,0.2857,0.2286
track_12697,16.1639,15.1312,0.4835,0.3740
track_12702,13.3768,12.7558,0.3719,0.2959
track_12705,15.2915,14.2732,0.3848,0.3074
track_12718,18.9532,16.6137,0.6107,0.4613
track_12733,14.9838,14.2171,0.2811,0.2254
track_12770,15.0033,14.2776,0.3515,0.2852
track_12806,17.2273,15.8389,0.5383,0.4302
track_12814,15.0044,14.1579,0.3712,0.2914
track_12826,19.8189,18.0770,0.5337,0.4512
track_12849,14.4371,13.5761,0.2969,0.2348
track_12886,20.2549,17.8656,0.6756,0.5511
track_12890,15.2493,14.1966,0.4323,0.3446
track_12925,12.4947,12.0803,0.2159,0.1751
track_12931,14.7523,14.1623,0.2439,0.2191
track_12954,14.2551,13.7160,0.2905,0.2366
track_12961,14.0369,13.4826,0.2721,0.2149
track_12962,17.1086,15.5187,0.5495,0.4220
track_12991,15.0875,14.5285,0.3773,0.3116
track_12994,16.8956,15.4816,0.4910,0.3988
track_13000,15.7648,14.4334,0.4372,0.2911
track_13002,14.4662,13.6891,0.3373,0.2670
track_13006,16.3868,15.0487,0.4593,0.3387
track_13023,22.6498,20.4975,0.6885,0.6104
track_13033,15.0729,14.1767,0.4392,0.3374
track_13053,16.6899,15.4063,0.5286,0.4476
track_13068,17.5864,16.5395,0.4334,0.3637
track_13100,17.4236,15.4136,0.6361,0.5256
track_13121,14.2294,13.3357,0.3815,0.3161
track_13122,16.4765,15.9971,0.3478,0.3044
track_13125,13.7190,13.0952,0.3574,0.2961
track_13129,13.0553,12.4934,0.2398,0.1895
track_13130,13.1806,12.5504,0.2899,0.2237
track_13131,16.3490,15.0737,0.4766,0.3917
track_13139,18.4298,17.9923,0.4861,0.4412
track_13168,15.8631,14.2851,0.5063,0.3855
track_13174,16.1185,14.5506,0.5025,0.3467
track_13191,18.2047,16.9939,0.4984,0.4268
track_13218,15.4314,14.2692,0.4509,0.3396
track_13231,16.7966,15.3093,0.5257,0.4134
track_13244,19.1850,18.0900,0.4416,0.3947
track_13259,16.4502,15.1021,0.5220,0.4213
track_13262,15.2763,14.1390,0.3598,0.2782
track_13295,13.8617,13.2546,0.3647,0.2893
track_13296,14.8302,13.7474,0.3413,0.2583
track_13329,15.3277,14.3201,0.4539,0.3702
track_13332,14.3190,13.6794,0.3803,0.3034
track_13334,16.9664,15.6144,0.5077,0.3996
track_13354,17.6682,16.3989,0.4980,0.4230
track_13384,16.4568,15.1580,0.5675,0.4688
track_13412,17.5486,16.8720,0.4376,0.3871
track_13419,13.8574,13.0716,0.3130,0.2662
track_13422,15.7286,14.1906,0.5074,0.4125
track_13473,16.6947,15.6976,0.4095,0.3425
track_13510,13.1693,12.7391,0.3208,0.2697
track_13512,13.9635,13.3193,0.3701,0.3150
track_13520,15.5387,14.2781,0.4125,0.3299
track_13526,16.6997,15.3122,0.5177,0.4221
track_13527,14.4423,13.5321,0.3630,0.2794
track_13536,17.6824,16.9812,0.3993,0.3426
track_13574,17.5039,16.0091,0.4450,0.3449
track_13584,15.5032,14.3422,0.4572,0.3642
track_13586,18.0894,17.5039,0.4147,0.3695
track_13588,18.4422,17.0802,0.5068,0.4152
track_13589,16.8825,15.4496,0.5021,0.4081
track_13592,17.9791,15.9381,0.6258,0.5001
track_13594,15.6686,14.5921,0.4789,0.3898
track_13595,16.0450,15.1172,0.3342,0.2970
track_13596,18.5877,16.8339,0.5660,0.4782
track_13600,19.4585,18.3826,0.5261,0.4396
track_13603,13.5293,13.0162,0.3099,0.2574
track_13618,15.5190,14.7745,0.3784,0.3270
track_13643,15.1362,14.2100,0.3670,0.3071
track_13645,16.7641,15.2530,0.5065,0.4070
track_13652,18.2614,16.8834,0.4479,0.3731
track_13661,15.0193,14.2832,0.3925,0.3119
track_13664,18.6730,17.2653,0.4556,0.4025
track_13670,16.6861,15.6122,0.4336,0.3770
track_13714,19.8684,18.7602,0.4397,0.4117
track_13725,19.7033,17.8136,0.5996,0.5043
track_13749,16.3880,15.4204,0.4561,0.3763
track_13769,21.5354,19.4019,0.6437,0.5557
track_13791,15.3714,14.5742,0.4214,0.3436
track_13796,13.2942,12.5479,0.3008,0.2464
track_13838,20.4765,18.1506,0.6591,0.5532
track_13843,14.7043,13.7010,0.3957,0.3007
track_13850,19.9265,19.6789,0.4391,0.4401
track_13887,15.1700,14.4783,0.3683,0.3012
track_13895,15.7136,14.7100,0.3694,0.3052
track_13901,17.2736,15.7104,0.5533,0.4599
track_13915,15.9415,14.8184,0.4008,0.3027
track_13936,15.3031,14.5909,0.3936,0.3240
track_13937,16.4142,15.0346,0.4532,0.3449
track_13942,20.0447,18.7386,0.5436,0.4759
track_13944,14.0020,13.3954,0.3488,0.2853
track_13961,18.4762,16.9985,0.5724,0.4640
track_13962,20.8705,18.8438,0.5859,0.4981
track_13977,19.0226,17.2060,0.6107,0.5021
track_13989,15.5057,14.7554,0.4304,0.3579
track_13993,14.7813,13.9380,0.3523,0.2971
track_14002,17.2248,15.8293,0.4967,0.4107
track_14010,15.1866,14.1610,0.4108,0.3056
track_14013,14.2838,13.6091,0.2645,0.1965
track_14026,14.9345,14.2002,0.4267,0.3591
track_14043,15.1623,13.9899,0.4112,0.3012
track_14045,17.7342,16.1170,0.5373,0.4082
track_14058,15.2511,14.2193,0.4148,0.3286
track_14063,13.2961,12.7452,0.3223,0.2559
track_14065,14.9301,13.8744,0.3302,0.2202
track_14090,15.6235,14.7060,0.2888,0.2168
track_14103,14.7153,13.6852,0.3708,0.2858
track_14104,15.8270,14.9259,0.2757,0.2363
track_14138,15.6867,14.4547,0.4229,0.3183
track_14141,18.0839,16.0424,0.5969,0.4526
track_14147,15.8459,15.0212,0.4329,0.3288
track_14166,16.4879,15.1352,0.5481,0.4406
track_14181,16.6821,15.7782,0.5031,0.3943
track_14183,17.2302,15.7737,0.5463,0.4391
track_14194,16.0448,15.0917,0.3576,0.2773
track_14195,15.1841,14.1402,0.4126,0.3095
track_14203,15.0157,14.0465,0.3252,0.2520
track_14204,16.4134,14.8571,0.5185,0.4001
track_14227,15.6449,14.6497,0.3884,0.2998
track_14235,15.1979,14.4964,0.3888,0.3190
track_14259,14.9772,14.2055,0.2336,0.1704
track_14295,15.3601,14.3765,0.3406,0.2615
track_14304,15.4502,14.2281,0.3829,0.2921
track_14306,15.0108,14.2397,0.3172,0.2686
track_14313,17.4572,16.3918,0.3935,0.3299
track_14330,17.4474,15.7778,0.5849,0.4567
track_14336,14.6417,13.8212,0.4219,0.3315
track_14342,16.7455,15.4136,0.5333,0.4389
track_14343,16.3132,15.4509,0.4221,0.3371
track_14355,15.6869,14.5174,0.5251,0.4198
track_14367,15.2853,14.2771,0.4023,0.3184
track_14371,13.8004,13.1972,0.2968,0.2226
track_14372,15.9859,14.6443,0.3984,0.2746
track_14380,17.8817,16.3889,0.4947,0.3984
track_14393,16.3717,15.0083,0.5002,0.4126
track_14396,14.0028,13.4957,0.2652,0.2323
track_14411,17.8260,16.7233,0.3491,0.2661
track_14421,13.5593,12.7184,0.3144,0.2294
track_14442,18.4424,16.9068,0.4670,0.3669
track_14444,19.1184,17.6362,0.4393,0.3947
track_14446,15.5294,14.2270,0.4484,0.3317
track_14466,16.0182,14.8776,0.4728,0.3663
track_14470,21.2714,20.0315,0.4848,0.4774
track_14488,19.3955,17.9711,0.5954,0.5113
track_14505,18.1742,17.2813,0.4767,0.4001
track_14506,21.1318,18.9877,0.6429,0.5540
track_14516,19.5236,17.9027,0.4814,0.3988
track_14517,17.9840,17.0265,0.4018,0.3283
track_14534,15.9135,14.6110,0.3875,0.2833
track_14539,18.3078,16.7440,0.5359,0.4240
track_14550,14.4100,13.8043,0.3723,0.3239
track_14559,13.8983,13.2234,0.3239,0.2531
track_14574,14.4836,13.7696,0.2945,0.2263
track_14582,14.3719,13.5161,0.3127,0.2363
track_14583,15.5290,14.3240,0.3931,0.2993
track_14604,13.8077,13.2745,0.2563,0.2273
track_14605,17.4960,16.0807,0.4598,0.3796
track_14614,22.3380,20.6166,0.6272,0.5764
track_14648,14.1151,13.3886,0.3845,0.2967
track_14656,15.9197,14.5682,0.5265,0.4140
track_14661,15.3865,14.4290,0.4846,0.3921
track_14668,16.8161,15.6644,0.4971,0.3925
track_14696,14.9961,14.2614,0.2759,0.2090
track_14728,13.7394,12.9693,0.3418,0.2574
track_14747,15.1457,14.2330,0.3141,0.2441
track_14779,17.9603,16.7732,0.4648,0.3787
track_14839,16.2412,14.9977,0.4715,0.3892
track_14848,12.7951,12.1728,0.1836,0.1190
track_14868,14.9803,14.3961,0.3770,0.2957
track_14895,15.7851,15.1388,0.2638,0.2214
track_14914,19.5966,17.8749,0.5650,0.4803
track_14924,15.5721,14.2419,0.4924,0.3934
track_14926,16.9088,15.4593,0.5978,0.4805
track_14938,15.4442,14.8293,0.3530,0.3114
track_14943,16.5572,15.8177,0.3093,0.2617
track_14944,17.7348,16.8297,0.4247,0.3655
track_14958,15.3346,14.4725,0.4130,0.3601
track_14971,16.5904,15.2650,0.4690,0.3744
track_14981,16.1095,15.0352,0.3745,0.3089
track_14991,16.5680,15.4297,0.5138,0.4410
track_15001,17.8922,16.7103,0.3665,0.3085
track_15009,17.8166,16.2523,0.5371,0.4308
track_15015,19.3693,17.3198,0.5199,0.4600
track_15039,14.0594,13.1870,0.2365,0.1635
track_15045,13.1642,12.7575,0.3165,0.2557
track_15063,14.8427,14.1861,0.3226,0.2577
track_15103,18.5255,17.2275,0.5653,0.4917
track_15112,17.6875,15.8282,0.5359,0.4291
track_15120,17.4350,15.8943,0.6193,0.5205
track_15148,14.6737,13.7776,0.3900,0.3216
track_15153,14.9707,14.4415,0.2874,0.2303
track_15191,15.7526,14.8684,0.4745,0.3872
track_15223,16.6007,15.5167,0.5257,0.4541
track_15233,15.5289,14.0091,0.4900,0.3720
track_15242,14.5011,13.1712,0.4042,0.2691
track_15264,19.4145,18.0733,0.5895,0.5071
track_15265,15.9791,14.7336,0.3521,0.2641
track_15266,16.5050,15.5731,0.4593,0.3804
track_15281,21.9914,19.9135,0.6495,0.5976
track_15285,14.2960,13.7553,0.1997,0.1818
track_15299,16.5052,16.0379,0.3257,0.2618
track_15314,14.7358,13.8824,0.3090,0.2423
track_15315,16.1792,14.8971,0.5168,0.4151
track_15324,18.6152,16.7471,0.6043,0.4974
track_15341,20.9662,18.9840,0.6682,0.5869
track_15345,13.8759,13.2596,0.3791,0.3214
track_15346,14.1274,13.3393,0.3171,0.2267
track_15350,17.3112,15.9473,0.5589,0.4669
track_15358,15.1464,13.8824,0.4969,0.4027
track_15371,16.0601,14.5455,0.5013,0.3905
track_15377,15.8190,14.3542,0.5003,0.3876
track_15378,16.8422,15.4699,0.5372,0.4368
track_15393,14.8922,13.7974,0.3840,0.2948
track_15395,15.6988,14.6298,0.4224,0.3199
track_15397,16.3070,14.9118,0.5015,0.4028
track_15422,13.1091,12.5470,0.2108,0.1614
track_15424,14.8449,14.3188,0.3804,0.3079
track_15426,14.6286,13.7950,0.3595,0.2845
track_15446,16.2712,15.0696,0.5453,0.4572
track_15449,17.0467,15.1791,0.5795,0.4542
track_15450,17.5612,15.8109,0.6490,0.5211
track_15456,14.1447,13.5401,0.3492,0.2982
track_15457,14.1252,13.4152,0.3201,0.2432
track_15465,15.0805,14.2623,0.4829,0.3988
track_15466,16.8604,15.7797,0.5186,0.4432
track_15488,15.1015,13.9978,0.4362,0.3482
track_15499,15.9002,14.4720,0.4564,0.3371
track_15500,15.7245,14.6211,0.5266,0.4342
track_15505,14.7024,13.7668,0.4000,0.3075
track_15515,18.1173,16.4141,0.5533,0.4293
track_15534,17.2229,16.0835,0.4405,0.3670
track_15544,15.0485,14.0287,0.4047,0.3202
track_15546,14.9159,13.7043,0.3761,0.2866
track_15587,14.4599,13.5967,0.3257,0.2546
track_15590,13.1646,12.8333,0.2459,0.2069
track_15594,15.5129,14.8158,0.3253,0.2603
track_15597,17.2608,15.9317,0.5213,0.4367
track_15600,14.6213,13.4105,0.3721,0.2865
track_15606,19.4382,18.1729,0.4470,0.3677
track_15609,19.6919,18.6741,0.4417,0.3788
track_15619,16.4921,15.8617,0.3074,0.2527
track_15622,16.7249,15.9597,0.3451,0.2692
track_15630,16.5584,15.9197,0.3836,0.3235
track_15639,20.0988,18.5800,0.4559,0.3904
track_15646,17.9656,16.9745,0.4128,0.3311
track_15648,17.7240,16.5009,0.4642,0.3551
track_15660,17.4682,16.3132,0.3792,0.3100
track_15667,16.6573,15.6655,0.4185,0.3514
track_15675,17.0662,15.6779,0.4283,0.3288
track_15688,17.0154,15.9982,0.3114,0.2597
track_15706,16.9009,15.7539,0.3025,0.2458
track_15720,22.1249,20.2564,0.4613,0.3871
track_15731,15.6396,14.6518,0.4873,0.4024
track_15739,17.8363,16.4744,0.4135,0.3353
track_15782,15.2402,14.1528,0.4294,0.3413
track_15801,16.3126,15.4589,0.4551,0.3632
track_15810,14.4476,14.0420,0.3408,0.2840
track_15816,13.8615,13.1310,0.3119,0.2239
track_15819,15.4309,14.7402,0.4192,0.3595
