track_id,psnr_sr,psnr_base,ssim_sr,ssim_base
track_11672,17.6925,16.4761,0.5739,0.4877
track_11677,16.6249,16.2464,0.4147,0.3576
track_11685,16.6034,16.1240,0.4771,0.4120
track_11702,17.6569,16.3721,0.5600,0.4908
track_11735,18.4223,17.1890,0.5216,0.4238
track_11748,21.0396,19.4300,0.4767,0.4055
track_11757,19.6316,17.4930,0.4846,0.4061
track_11765,18.2777,16.4639,0.3444,0.2974
track_11805,19.1204,17.2632,0.6498,0.5632
track_11813,18.3139,17.0595,0.5273,0.4498
track_11820,17.9554,17.0169,0.5652,0.4759
track_11835,18.4020,17.7274,0.4124,0.3414
track_11851,20.8907,19.3332,0.5970,0.5100
track_11853,18.3347,17.2564,0.3986,0.3257
track_11875,26.7220,25.8747,0.6852,0.6615
track_11887,20.7719,18.7800,0.6621,0.5541
track_11890,17.2064,16.4042,0.5773,0.5250
track_11906,19.8414,18.5499,0.6035,0.4898
track_11917,16.9419,15.9289,0.5679,0.4737
track_11937,17.4071,16.1907,0.5401,0.4572
track_11948,18.0400,16.8443,0.5936,0.5179
track_11953,20.6226,19.0119,0.5656,0.4969
track_11961,18.6004,17.4344,0.5597,0.4573
track_11965,21.5111,20.1690,0.4932,0.3831
track_11984,17.3143,15.7926,0.3104,0.2231
track_11988,20.5125,18.7393,0.4710,0.4057
track_12003,14.0302,13.4643,0.2914,0.2483
track_12005,20.6031,19.6143,0.5201,0.4493
track_12006,17.7298,16.3177,0.6443,0.5398
track_12010,18.6816,17.8789,0.4959,0.4082
track_12038,20.0070,18.3927,0.5582,0.4945
track_12051,17.7295,16.2946,0.7144,0.6253
track_12061,19.9949,18.5203,0.5930,0.5346
track_12063,19.2070,17.8721,0.4752,0.3901
track_12070,19.1634,17.3271,0.6848,0.5731
