epoch,train_loss,val_loss,val_acc,val_acc_greedy,lr,sr_loss,sr_loss_bilinear,nan_batches,val_cer,val_ned,train_time_s,val_time_s,epoch_time_s
1,3.086444,2.842481,0.0000,0.0000,0.00004002,0.232210,0.252441,0,0.892035,0.892035,243.03,11.07,254.10
