epoch,train_loss,val_loss,val_acc,val_acc_greedy,lr,sr_loss,sr_loss_bilinear,nan_batches,val_cer,val_ned,train_time_s,val_time_s,epoch_time_s
16,0.091298,0.190947,79.1792,79.1792,0.00070670,0.000000,0.000000,0,0.054197,0.054197,150.26,6.08,156.34
17,0.087749,0.194486,79.0791,78.9790,0.00069252,0.000000,0.000000,0,0.054769,0.054769,150.31,5.99,156.30
18,0.080046,0.197329,78.8789,78.8789,0.00067752,0.000000,0.000000,0,0.054912,0.054912,151.15,6.01,157.16
19,0.074021,0.198225,79.1792,79.0791,0.00066177,0.000000,0.000000,0,0.053911,0.053911,150.60,6.03,156.62
20,0.070879,0.202649,78.9790,78.9790,0.00064525,0.000000,0.000000,0,0.053768,0.053768,150.12,6.01,156.14
21,0.063850,0.203887,79.3794,79.3794,0.00062805,0.000000,0.000000,0,0.053911,0.053911,150.17,5.98,156.15
22,0.059995,0.209145,78.9790,78.9790,0.00061024,0.000000,0.000000,0,0.054197,0.054197,150.98,6.02,157.00
23,0.054027,0.216856,78.2783,78.2783,0.00059183,0.000000,0.000000,0,0.054912,0.054912,149.58,5.98,155.57
24,0.052146,0.214812,78.8789,78.8789,0.00057290,0.000000,0.000000,0,0.053625,0.053625,150.32,5.98,156.30
25,0.046718,0.221269,79.3794,79.3794,0.00055351,0.000000,0.000000,0,0.053339,0.053339,151.18,5.92,157.10
26,0.043523,0.222963,79.1792,79.1792,0.00053374,0.000000,0.000000,0,0.053053,0.053053,150.52,6.01,156.53
27,0.040919,0.226950,78.8789,78.8789,0.00051363,0.000000,0.000000,0,0.054483,0.054483,149.88,6.06,155.94
28,0.037365,0.236271,79.1792,79.1792,0.00049320,0.000000,0.000000,0,0.053625,0.053625,149.92,6.03,155.95
29,0.033345,0.242448,79.2793,79.2793,0.00047254,0.000000,0.000000,0,0.053625,0.053625,150.25,6.11,156.35
30,0.033495,0.248576,78.7788,78.7788,0.00045173,0.000000,0.000000,0,0.054769,0.054769,149.95,6.04,155.99
31,0.030101,0.245869,79.0791,79.0791,0.00043082,0.000000,0.000000,0,0.054483,0.054483,150.17,6.17,156.34
32,0.027481,0.245140,80.1802,80.1802,0.00040988,0.000000,0.000000,0,0.052052,0.052052,150.80,5.99,156.79
33,0.026583,0.246399,79.6797,79.6797,0.00038897,0.000000,0.000000,0,0.051051,0.051051,150.46,5.93,156.39
34,0.025613,0.251809,79.6797,79.6797,0.00036819,0.000000,0.000000,0,0.052481,0.052481,149.77,5.90,155.67
35,0.021542,0.257142,80.4805,80.4805,0.00034753,0.000000,0.000000,0,0.051766,0.051766,150.34,5.97,156.32
36,0.020482,0.263965,79.7798,79.7798,0.00032709,0.000000,0.000000,0,0.052910,0.052910,150.57,5.94,156.51
37,0.018879,0.271211,79.6797,79.5796,0.00030697,0.000000,0.000000,0,0.052910,0.052910,149.91,5.96,155.87
38,0.018059,0.270635,79.4795,79.3794,0.00028715,0.000000,0.000000,0,0.052910,0.052910,149.47,5.94,155.40
39,0.018434,0.266659,78.3784,78.3784,0.00026774,0.000000,0.000000,0,0.054769,0.054769,150.04,5.88,155.93
40,0.015613,0.265899,79.2793,79.2793,0.00024879,0.000000,0.000000,0,0.053625,0.053625,149.39,6.02,155.40
41,0.013982,0.270070,78.8789,78.8789,0.00023037,0.000000,0.000000,0,0.053911,0.053911,150.23,5.94,156.17
42,0.013363,0.276395,78.8789,78.7788,0.00021251,0.000000,0.000000,0,0.053768,0.053768,151.28,5.94,157.23
43,0.013140,0.277094,78.5786,78.4785,0.00019529,0.000000,0.000000,0,0.054626,0.054626,149.50,5.93,155.44
44,0.011234,0.281436,78.4785,78.3784,0.00017878,0.000000,0.000000,0,0.054197,0.054197,150.38,5.93,156.32
45,0.011836,0.283917,78.9790,78.9790,0.00016297,0.000000,0.000000,0,0.053911,0.053911,151.90,5.96,157.85
46,0.010080,0.287102,78.7788,78.7788,0.00014797,0.000000,0.000000,0,0.054197,0.054197,151.82,6.08,157.90
47,0.010429,0.286120,78.4785,78.4785,0.00013376,0.000000,0.000000,0,0.054769,0.054769,150.50,5.97,156.47
48,0.009758,0.290605,78.5786,78.5786,0.00012043,0.000000,0.000000,0,0.056628,0.056628,151.40,5.91,157.31
49,0.009481,0.297851,77.6777,77.6777,0.00010801,0.000000,0.000000,0,0.057915,0.057915,152.06,6.16,158.22
50,0.008507,0.300609,78.0781,77.9780,0.00009653,0.000000,0.000000,0,0.056771,0.056771,150.33,6.06,156.39
51,0.008024,0.299732,78.3784,78.3784,0.00008604,0.000000,0.000000,0,0.055913,0.055913,151.35,5.98,157.33
52,0.007486,0.302481,78.3784,78.3784,0.00007656,0.000000,0.000000,0,0.056056,0.056056,151.84,6.00,157.84
53,0.007404,0.304385,78.4785,78.4785,0.00006812,0.000000,0.000000,0,0.055627,0.055627,150.35,6.01,156.36
