track_id,psnr_sr,psnr_base,ssim_sr,ssim_base
track_16305,18.5458,17.0199,0.5963,0.5272
track_16317,15.0568,14.4770,0.4883,0.4348
track_16322,17.7909,16.5992,0.4947,0.4237
track_16348,16.4642,15.5401,0.5005,0.4524
track_16351,18.6727,17.4823,0.6636,0.5936
track_16377,15.6018,15.0548,0.3881,0.3540
track_16398,18.6774,17.4453,0.5718,0.5020
track_16399,17.1735,16.0945,0.5878,0.5094
track_16405,16.9668,15.8941,0.4999,0.4433
track_16407,19.2590,18.1527,0.6292,0.5578
track_16408,16.3956,15.3806,0.4064,0.3337
track_16410,16.3548,15.4363,0.5207,0.4621
track_16413,21.1641,19.6237,0.5425,0.4474
track_16432,14.3411,13.8452,0.2847,0.2418
track_16438,15.8258,14.9474,0.4695,0.4136
track_16439,17.3517,16.6486,0.5938,0.5482
track_16444,18.8790,17.8708,0.5615,0.4687
track_16445,17.2635,16.2536,0.4995,0.4466
track_16446,15.3663,14.6307,0.4510,0.3980
track_16449,19.5068,18.0596,0.5618,0.5058
track_16467,17.8884,16.9975,0.6518,0.5904
track_16474,14.8443,14.2487,0.4254,0.3715
track_16507,15.5431,14.8138,0.4622,0.4101
track_16513,20.9410,19.9620,0.6294,0.5746
track_16517,16.4870,15.6423,0.4295,0.3855
track_16518,16.0381,15.3207,0.5142,0.4408
track_16523,15.0929,14.2643,0.3748,0.3080
track_16527,16.0056,15.0866,0.5018,0.4433
track_16557,13.7803,13.3093,0.3067,0.2558
track_16562,14.9546,14.5064,0.2962,0.2298
track_16571,18.1549,17.1153,0.4405,0.3949
track_16572,17.6427,16.8981,0.6034,0.5634
track_16580,16.2080,15.4410,0.4850,0.4140
track_16602,19.5180,18.3496,0.4921,0.4184
track_16618,18.1135,16.9132,0.4763,0.4081
track_16622,20.1173,18.7984,0.5037,0.4412
track_16648,24.0826,22.7809,0.6513,0.5893
track_16652,16.0133,15.2510,0.4383,0.3887
track_16656,16.7291,15.5771,0.5855,0.5067
track_16691,19.5742,18.4966,0.6003,0.5303
track_16700,21.2435,19.3032,0.5356,0.4410
track_16703,20.6170,19.5426,0.6442,0.5729
track_16706,17.0835,16.2664,0.3133,0.2748
track_16710,14.7674,14.1860,0.4624,0.4194
track_16715,15.0398,14.4330,0.3737,0.3160
track_16717,19.8368,18.9994,0.3773,0.3048
track_16725,18.5862,17.3968,0.4849,0.4391
track_16731,18.3148,17.0401,0.6552,0.5825
track_16736,18.0762,17.4101,0.4453,0.3648
track_16753,15.1313,14.3704,0.4024,0.3448
track_16758,16.7594,15.8288,0.5145,0.4632
track_16760,16.3528,15.3254,0.4868,0.4258
track_16783,20.5756,19.4352,0.6032,0.5322
track_16788,18.1770,17.1824,0.3918,0.3384
track_16812,17.1528,16.1572,0.5461,0.4768
track_16813,18.4941,17.1605,0.6862,0.6275
track_16831,16.0248,15.0909,0.5008,0.4350
track_16861,17.2473,16.4729,0.5586,0.4990
track_16870,14.0055,13.3032,0.3599,0.3116
track_16872,16.0493,15.1095,0.5406,0.4847
track_16901,13.8483,13.3085,0.3655,0.3154
track_16915,15.1784,14.6887,0.3276,0.2796
track_16940,17.3983,16.3847,0.4681,0.4215
track_16949,19.7187,18.5061,0.6526,0.5988
track_16967,15.3162,14.5411,0.5128,0.4348
track_16975,14.7036,14.1286,0.4509,0.4041
track_16990,15.9723,15.0436,0.4625,0.4010
track_16991,14.9886,14.2208,0.3825,0.3204
track_16997,15.9835,15.3966,0.4269,0.3607
track_17010,15.2713,14.7285,0.4509,0.3805
track_17015,15.8079,15.1041,0.5146,0.4485
track_17052,17.6364,16.1575,0.3643,0.3125
track_17062,18.3030,17.2541,0.4029,0.3410
track_17066,16.6985,15.5252,0.5441,0.4600
track_17073,14.5841,14.1726,0.3406,0.3139
track_17108,17.8257,16.8765,0.4644,0.3775
track_17116,16.3863,15.4140,0.5092,0.4525
track_17125,19.2960,18.1228,0.6546,0.5908
track_17131,22.5205,20.9642,0.6798,0.6269
track_17136,14.6230,13.9620,0.2897,0.2344
track_17145,15.8149,15.1957,0.4768,0.4306
track_17152,18.4469,17.2081,0.5500,0.4730
track_17157,20.5774,19.0585,0.5937,0.5310
track_17165,15.5816,14.7152,0.3784,0.3175
track_17172,18.4248,17.6619,0.5186,0.4404
track_17180,15.3144,14.7130,0.4536,0.3781
track_17193,14.5435,13.9065,0.4670,0.4036
track_17197,16.2189,14.9866,0.3563,0.3011
track_17199,18.3368,17.2624,0.4512,0.3867
track_17249,16.6940,15.8464,0.4701,0.4086
track_17294,16.8740,16.3139,0.3282,0.2979
track_17301,16.6896,15.9288,0.4173,0.3362
track_17333,14.8485,14.0965,0.4177,0.3548
track_17344,20.6742,19.4063,0.6760,0.6192
track_17364,19.4548,18.3817,0.5877,0.5224
track_17388,16.5283,15.6186,0.3424,0.2546
track_17411,17.4005,16.5850,0.5559,0.4923
track_17421,17.9012,16.8379,0.4841,0.4103
track_17506,16.2752,15.1905,0.5288,0.4590
track_17556,15.3872,14.5512,0.4093,0.3351
track_17566,14.6269,14.0983,0.4143,0.3562
track_17576,15.0185,14.4643,0.4540,0.3796
track_17578,14.8648,14.2197,0.4840,0.4300
track_17593,15.6371,14.6053,0.2835,0.2468
track_17618,14.2962,13.6673,0.3845,0.3370
track_17640,16.3331,15.0959,0.5566,0.4741
track_17644,13.8949,13.5387,0.3299,0.2945
track_17655,15.5183,14.7698,0.4474,0.3674
track_17660,18.2286,17.0353,0.4772,0.4044
track_17673,19.0896,18.1919,0.6225,0.5456
track_17675,17.8436,16.9053,0.5628,0.4967
track_17676,16.5924,15.7068,0.3360,0.2608
track_17712,16.7155,15.9982,0.4855,0.4204
track_17735,15.6672,14.9321,0.4512,0.3924
track_17760,20.4952,18.4820,0.6654,0.5881
track_17762,18.3092,16.8910,0.4775,0.3935
track_17769,18.8901,18.1468,0.5855,0.5042
track_17770,17.1642,16.5564,0.4426,0.3776
track_17785,14.9972,14.4477,0.4151,0.3651
track_17819,13.8058,13.0875,0.3387,0.2979
track_17833,17.0015,16.2995,0.4234,0.3672
track_17843,20.3348,18.6571,0.6172,0.5271
track_17848,15.2244,14.7664,0.3908,0.3517
track_17863,15.5758,14.9856,0.4531,0.3872
track_17868,15.2805,14.5490,0.3699,0.2990
track_17871,17.4751,16.6866,0.5904,0.5341
track_17874,16.0676,15.3637,0.5428,0.4847
track_17875,14.9782,14.1241,0.4046,0.3321
track_17879,15.2327,14.7176,0.4402,0.4036
track_17897,16.7880,15.7143,0.5178,0.4461
track_17932,18.5776,17.2095,0.5835,0.5243
track_17937,16.1547,15.4587,0.4221,0.3668
track_17941,16.0729,15.2953,0.3913,0.3506
track_17943,17.0885,16.1306,0.4416,0.3823
track_17959,23.4385,21.3992,0.6813,0.6074
track_17972,15.7687,14.9494,0.4668,0.4266
track_17985,22.7024,20.5690,0.7357,0.6446
track_18025,15.7776,15.0084,0.4522,0.3921
track_18027,14.3800,13.6548,0.4060,0.3516
track_18034,16.5241,15.8187,0.4494,0.3894
track_18045,18.8397,17.2682,0.4864,0.4277
track_18058,18.0301,16.7230,0.4669,0.3879
track_18076,23.6339,22.3221,0.7707,0.7006
track_18118,20.4842,19.9818,0.4364,0.3745
track_18132,18.8507,17.9950,0.3285,0.2719
track_18142,21.2440,20.2810,0.5268,0.4749
track_18149,24.5844,23.4289,0.4898,0.4500
track_18151,23.5558,21.6557,0.5929,0.5036
track_18157,15.4864,14.7652,0.4214,0.3725
track_18173,19.1428,17.9430,0.4649,0.3851
track_18185,19.5692,17.9749,0.6695,0.5968
track_18192,19.0359,17.6907,0.4652,0.4094
track_18204,20.6897,19.2964,0.5517,0.4794
track_18208,17.3872,16.3919,0.4779,0.4056
track_18215,20.8415,19.0339,0.4137,0.3488
track_18219,16.0378,15.1972,0.4796,0.4047
track_18237,18.0681,16.6719,0.4317,0.3914
track_18285,15.9828,14.8140,0.5226,0.4471
track_18300,17.8274,16.7000,0.7027,0.6293
track_18327,14.8228,14.3045,0.3632,0.2946
track_18329,14.7176,14.2013,0.3031,0.2575
track_18335,16.9545,15.9851,0.5671,0.5046
track_18338,14.7437,14.2727,0.3822,0.3265
track_18356,17.9109,17.1055,0.4367,0.3874
track_18360,19.0001,17.5492,0.4586,0.3991
track_18379,14.5882,13.9190,0.4174,0.3684
track_18431,18.1079,16.6077,0.7190,0.6415
track_18438,14.4368,13.8028,0.4957,0.4481
track_18441,16.5922,15.4052,0.6192,0.5338
track_18467,15.9405,15.2037,0.4377,0.3860
track_18470,14.6964,14.0045,0.4268,0.3701
track_18476,20.3369,19.1829,0.5141,0.4292
track_18480,21.2656,18.7620,0.4334,0.3578
track_18496,22.0033,19.5211,0.5499,0.4478
track_18532,23.3524,21.6799,0.8189,0.7383
track_18547,20.2498,19.7537,0.4206,0.3490
track_18566,16.1553,15.6518,0.3493,0.3045
